State,Sightseeing Place,Activity,Language Preferred,Hotel Nearby,Hotel Price (INR),Famous Food,Category
Andaman and Nicobar Islands,Backwaters in Andaman and Nicobar Islands,Historical Tour,Tamil,Wolfe-Burton Hotel,3052,Prawn Curry,Religious
Andaman and Nicobar Islands,Palace in Andaman and Nicobar Islands,Cultural Dance,Marathi,"Gardner, Andrade and Pena Hotel",7627,Prawn Curry,Nature
Andaman and Nicobar Islands,Palace in Andaman and Nicobar Islands,Trekking,Punjabi,Riggs-Chan Hotel,9371,Seafood,Nature
Andaman and Nicobar Islands,Hill Station in Andaman and Nicobar Islands,Boating,Marathi,Garcia Group Hotel,2881,Chole Bhature,Nature
Andaman and Nicobar Islands,Palace in Andaman and Nicobar Islands,Camping,English,Harris-Lee Hotel,8596,Dosa,Romantic
Andaman and Nicobar Islands,Temple in Andaman and Nicobar Islands,Boating,Punjabi,"Blair, Robinson and Fox Hotel",3202,Idiyappam,Nature
Andaman and Nicobar Islands,Temple in Andaman and Nicobar Islands,Shopping,Marathi,Cherry-Davis Hotel,2771,Prawn Curry,Historical
Andaman and Nicobar Islands,Palace in Andaman and Nicobar Islands,Trekking,Marathi,Johnson Ltd Hotel,8141,Rajasthani Laal Maas,Romantic
Andaman and Nicobar Islands,Hill Station in Andaman and Nicobar Islands,Historical Tour,Malayalam,Harris Group Hotel,3611,Chole Bhature,Cultural
Andaman and Nicobar Islands,Temple in Andaman and Nicobar Islands,Shopping,Hindi,"Harrell, Dennis and Rodgers Hotel",8160,Rajasthani Laal Maas,Romantic
Andaman and Nicobar Islands,Backwaters in Andaman and Nicobar Islands,Shopping,Hindi,"Cain, Joseph and Hernandez Hotel",3839,Idiyappam,Historical
Andaman and Nicobar Islands,Wildlife Sanctuary in Andaman and Nicobar Islands,Wildlife Safari,Punjabi,King Inc Hotel,4742,Seafood,Cultural
Andaman and Nicobar Islands,Backwaters in Andaman and Nicobar Islands,Trekking,Malayalam,"Lewis, Hickman and Griffith Hotel",5813,Seafood,Wildlife
Andaman and Nicobar Islands,Backwaters in Andaman and Nicobar Islands,Boating,Hindi,"Mitchell, Morse and Young Hotel",8123,Thali,Nature
Andaman and Nicobar Islands,Beach in Andaman and Nicobar Islands,Boating,Hindi,Larson PLC Hotel,4531,Prawn Curry,Historical
Andaman and Nicobar Islands,Wildlife Sanctuary in Andaman and Nicobar Islands,Camping,Punjabi,Cook-Clark Hotel,6990,Rajasthani Laal Maas,Nature
Andaman and Nicobar Islands,Backwaters in Andaman and Nicobar Islands,Camping,Konkani,"Bowers, Combs and Thomas Hotel",3762,Seafood,Adventure
Andaman and Nicobar Islands,Backwaters in Andaman and Nicobar Islands,Trekking,Hindi,Wallace LLC Hotel,6239,Idiyappam,Religious
Andaman and Nicobar Islands,Palace in Andaman and Nicobar Islands,Historical Tour,Tamil,"Carter, Torres and Moore Hotel",9370,Thali,Nature
Andaman and Nicobar Islands,Hill Station in Andaman and Nicobar Islands,Trekking,Malayalam,"Norris, Bailey and Davis Hotel",6738,Rajasthani Laal Maas,Romantic
Andaman and Nicobar Islands,Fort in Andaman and Nicobar Islands,Boating,Hindi,Lynch Group Hotel,3063,Idiyappam,Historical
Andaman and Nicobar Islands,Temple in Andaman and Nicobar Islands,Boating,English,"Gutierrez, Woods and Carson Hotel",3804,Seafood,Religious
Andaman and Nicobar Islands,Wildlife Sanctuary in Andaman and Nicobar Islands,Boating,Malayalam,"Hayes, Carroll and Harris Hotel",2112,Thali,Adventure
Andaman and Nicobar Islands,Beach in Andaman and Nicobar Islands,Shopping,Marathi,Thompson-Olson Hotel,3637,Seafood,Wildlife
Andaman and Nicobar Islands,Beach in Andaman and Nicobar Islands,Trekking,Malayalam,Saunders-Mcfarland Hotel,7689,Seafood,Wildlife
Andaman and Nicobar Islands,Palace in Andaman and Nicobar Islands,Trekking,Punjabi,Rice LLC Hotel,2259,Idiyappam,Nature
Andaman and Nicobar Islands,Palace in Andaman and Nicobar Islands,Shopping,English,"Miller, Rangel and Hull Hotel",5694,Prawn Curry,Adventure
Andaman and Nicobar Islands,Beach in Andaman and Nicobar Islands,Boating,Marathi,Alexander-Mccarthy Hotel,3155,Seafood,Religious
Andaman and Nicobar Islands,Backwaters in Andaman and Nicobar Islands,Boating,Malayalam,Cook-Spencer Hotel,4474,Prawn Curry,Historical
Andaman and Nicobar Islands,Palace in Andaman and Nicobar Islands,Shopping,English,"Stokes, Chen and Alexander Hotel",4093,Seafood,Wildlife
Chandigarh,Fort in Chandigarh,Camping,Malayalam,"Huynh, Robinson and Turner Hotel",8245,Rajasthani Laal Maas,Adventure
Chandigarh,Hill Station in Chandigarh,Boating,English,Pope-Stone Hotel,6485,Seafood,Romantic
Chandigarh,Temple in Chandigarh,Camping,Konkani,Roberson-Smith Hotel,6381,Prawn Curry,Historical
Chandigarh,Temple in Chandigarh,Shopping,Hindi,Wolfe Ltd Hotel,4338,Chole Bhature,Romantic
Chandigarh,Fort in Chandigarh,Historical Tour,Tamil,"Fuller, Smith and Hill Hotel",4667,Chole Bhature,Religious
Chandigarh,Backwaters in Chandigarh,Trekking,Punjabi,Dawson Inc Hotel,7342,Seafood,Historical
Chandigarh,Wildlife Sanctuary in Chandigarh,Historical Tour,Punjabi,Mejia PLC Hotel,9258,Rajasthani Laal Maas,Cultural
Chandigarh,Wildlife Sanctuary in Chandigarh,Boating,Malayalam,Thomas-Lee Hotel,7406,Seafood,Romantic
Chandigarh,Temple in Chandigarh,Shopping,English,Cox Group Hotel,7336,Dosa,Cultural
Chandigarh,Wildlife Sanctuary in Chandigarh,Trekking,Malayalam,Butler PLC Hotel,4409,Dosa,Historical
Chandigarh,Hill Station in Chandigarh,Shopping,Malayalam,Mckenzie PLC Hotel,2586,Chole Bhature,Historical
Chandigarh,Wildlife Sanctuary in Chandigarh,Historical Tour,English,"Bender, Newton and Carter Hotel",7557,Idiyappam,Religious
Chandigarh,Wildlife Sanctuary in Chandigarh,Cultural Dance,Marathi,"Lawrence, Martin and Obrien Hotel",2492,Prawn Curry,Historical
Chandigarh,Temple in Chandigarh,Camping,Hindi,"Reese, Bailey and Cook Hotel",5867,Dosa,Cultural
Chandigarh,Hill Station in Chandigarh,Boating,English,"Copeland, Williams and Hunter Hotel",8124,Idiyappam,Romantic
Chandigarh,Backwaters in Chandigarh,Camping,English,Gallagher-Dawson Hotel,6227,Dosa,Cultural
Chandigarh,Hill Station in Chandigarh,Shopping,Tamil,Johnson and Sons Hotel,8615,Rajasthani Laal Maas,Adventure
Chandigarh,Backwaters in Chandigarh,Boating,Malayalam,Mccormick PLC Hotel,4914,Prawn Curry,Romantic
Chandigarh,Backwaters in Chandigarh,Cultural Dance,Punjabi,"Doyle, Hart and Keller Hotel",8180,Seafood,Cultural
Chandigarh,Backwaters in Chandigarh,Shopping,Marathi,"Gibson, Bates and Thompson Hotel",7055,Rajasthani Laal Maas,Religious
Chandigarh,Beach in Chandigarh,Camping,English,Edwards-Huynh Hotel,7861,Dosa,Romantic
Chandigarh,Beach in Chandigarh,Camping,Hindi,Dougherty-Thomas Hotel,7050,Dosa,Nature
Chandigarh,Beach in Chandigarh,Cultural Dance,Tamil,Johnson and Sons Hotel,8354,Seafood,Wildlife
Chandigarh,Backwaters in Chandigarh,Wildlife Safari,English,Avery-Johnson Hotel,6808,Chole Bhature,Religious
Chandigarh,Backwaters in Chandigarh,Camping,Tamil,Weaver Group Hotel,6882,Prawn Curry,Wildlife
Chandigarh,Temple in Chandigarh,Boating,Punjabi,Coffey and Sons Hotel,1928,Dosa,Cultural
Chandigarh,Palace in Chandigarh,Historical Tour,Punjabi,"Sharp, Fowler and Gonzalez Hotel",3910,Chole Bhature,Romantic
Chandigarh,Temple in Chandigarh,Wildlife Safari,Punjabi,"Crawford, Hall and Perez Hotel",5372,Prawn Curry,Romantic
Chandigarh,Wildlife Sanctuary in Chandigarh,Shopping,Marathi,Sandoval-Brown Hotel,2764,Dosa,Nature
Chandigarh,Hill Station in Chandigarh,Shopping,English,"Deleon, Williams and Carroll Hotel",9693,Thali,Nature
Chandigarh,Temple in Chandigarh,Shopping,Marathi,Klein Group Hotel,4723,Rajasthani Laal Maas,Historical
Chandigarh,Palace in Chandigarh,Trekking,English,Jenkins-Newman Hotel,1878,Dosa,Cultural
Chandigarh,Beach in Chandigarh,Historical Tour,English,Thomas Group Hotel,7718,Thali,Historical
Chandigarh,Backwaters in Chandigarh,Boating,Konkani,"Wilcox, Villanueva and White Hotel",1566,Thali,Adventure
Chandigarh,Fort in Chandigarh,Wildlife Safari,Tamil,Parrish and Sons Hotel,9396,Prawn Curry,Wildlife
Chandigarh,Palace in Chandigarh,Wildlife Safari,English,Franco-Weiss Hotel,7834,Rajasthani Laal Maas,Adventure
Chandigarh,Fort in Chandigarh,Boating,Hindi,Ellis-Harvey Hotel,3659,Thali,Adventure
Chandigarh,Temple in Chandigarh,Shopping,English,Mccullough-Smith Hotel,6379,Idiyappam,Cultural
Chandigarh,Temple in Chandigarh,Historical Tour,English,"Schmidt, Lee and Romero Hotel",6797,Rajasthani Laal Maas,Adventure
Chandigarh,Wildlife Sanctuary in Chandigarh,Boating,Punjabi,Wilson Inc Hotel,4194,Dosa,Cultural
Chandigarh,Backwaters in Chandigarh,Camping,Malayalam,Miller and Sons Hotel,8143,Seafood,Cultural
Chandigarh,Beach in Chandigarh,Wildlife Safari,Hindi,Miller-Joseph Hotel,9036,Seafood,Wildlife
Chandigarh,Fort in Chandigarh,Shopping,Konkani,"Smith, Thomas and Sullivan Hotel",6424,Thali,Religious
Chandigarh,Temple in Chandigarh,Shopping,Marathi,Ramirez-Washington Hotel,5796,Prawn Curry,Cultural
Chandigarh,Backwaters in Chandigarh,Trekking,Punjabi,Manning-Durham Hotel,3299,Seafood,Wildlife
Chandigarh,Temple in Chandigarh,Cultural Dance,Tamil,Andrade-Bryant Hotel,6286,Prawn Curry,Historical
Chandigarh,Palace in Chandigarh,Wildlife Safari,Tamil,"Wilson, Carr and Weeks Hotel",8897,Rajasthani Laal Maas,Nature
Chandigarh,Temple in Chandigarh,Cultural Dance,Marathi,Blair-Rocha Hotel,5173,Seafood,Adventure
Chandigarh,Beach in Chandigarh,Wildlife Safari,Hindi,"Brown, Jones and Sandoval Hotel",2038,Thali,Historical
Chandigarh,Palace in Chandigarh,Boating,Malayalam,Hill LLC Hotel,1951,Thali,Historical
Chandigarh,Wildlife Sanctuary in Chandigarh,Cultural Dance,English,Ramsey and Sons Hotel,5958,Rajasthani Laal Maas,Romantic
Chandigarh,Palace in Chandigarh,Shopping,Konkani,Snyder-Petersen Hotel,2832,Seafood,Religious
Chandigarh,Beach in Chandigarh,Camping,Malayalam,Kelly Inc Hotel,5029,Dosa,Wildlife
Chandigarh,Temple in Chandigarh,Shopping,Tamil,"Hall, Delgado and Sullivan Hotel",4860,Rajasthani Laal Maas,Adventure
Chandigarh,Fort in Chandigarh,Shopping,Hindi,Jordan-Carson Hotel,6111,Thali,Cultural
Chandigarh,Fort in Chandigarh,Wildlife Safari,Konkani,Hardin PLC Hotel,5846,Thali,Wildlife
Chandigarh,Palace in Chandigarh,Trekking,Konkani,Anderson-Stewart Hotel,8613,Dosa,Romantic
Chandigarh,Beach in Chandigarh,Trekking,Hindi,Francis-Lopez Hotel,5613,Prawn Curry,Nature
Chandigarh,Palace in Chandigarh,Historical Tour,Hindi,Mcknight-Terrell Hotel,6135,Prawn Curry,Wildlife
Chandigarh,Backwaters in Chandigarh,Wildlife Safari,Punjabi,Novak-Daniel Hotel,2860,Idiyappam,Nature
Chandigarh,Palace in Chandigarh,Shopping,Malayalam,Morales-Newton Hotel,4146,Thali,Religious
Chandigarh,Fort in Chandigarh,Wildlife Safari,Konkani,"Martin, Smith and Phelps Hotel",8335,Idiyappam,Historical
Chandigarh,Palace in Chandigarh,Historical Tour,Marathi,"Foster, Pratt and Walker Hotel",2040,Rajasthani Laal Maas,Nature
Chandigarh,Fort in Chandigarh,Wildlife Safari,Hindi,"Hicks, Lamb and Kelley Hotel",5537,Chole Bhature,Religious
Chandigarh,Palace in Chandigarh,Shopping,Konkani,Goodman-Mcconnell Hotel,4786,Chole Bhature,Romantic
Chandigarh,Backwaters in Chandigarh,Camping,Malayalam,"Miller, Robinson and Green Hotel",5778,Seafood,Nature
Chandigarh,Beach in Chandigarh,Camping,English,Burton-Morrison Hotel,2723,Dosa,Nature
Chandigarh,Backwaters in Chandigarh,Historical Tour,Marathi,Powell-Hughes Hotel,3075,Dosa,Cultural
Chandigarh,Fort in Chandigarh,Trekking,English,Williams-Harrell Hotel,7761,Thali,Nature
Chandigarh,Hill Station in Chandigarh,Shopping,Tamil,"Ward, Parker and Dickerson Hotel",3120,Idiyappam,Wildlife
Chandigarh,Palace in Chandigarh,Shopping,Tamil,Wu-Cooper Hotel,3400,Seafood,Religious
Chandigarh,Wildlife Sanctuary in Chandigarh,Cultural Dance,Hindi,"Lane, Donovan and Bruce Hotel",6569,Idiyappam,Cultural
Chandigarh,Palace in Chandigarh,Boating,Malayalam,Rocha PLC Hotel,9101,Rajasthani Laal Maas,Cultural
Chandigarh,Palace in Chandigarh,Boating,Marathi,"Wallace, Peters and Barnes Hotel",2946,Chole Bhature,Nature
Chandigarh,Palace in Chandigarh,Boating,Konkani,Castaneda-Boone Hotel,9026,Idiyappam,Wildlife
Chandigarh,Hill Station in Chandigarh,Camping,English,"Tucker, Sharp and Cox Hotel",9439,Rajasthani Laal Maas,Nature
Chandigarh,Wildlife Sanctuary in Chandigarh,Wildlife Safari,English,Miller-Le Hotel,8645,Dosa,Cultural
Chandigarh,Fort in Chandigarh,Camping,Tamil,Garcia-Dean Hotel,7735,Chole Bhature,Cultural
Chandigarh,Temple in Chandigarh,Boating,Marathi,Braun-Buckley Hotel,2675,Seafood,Romantic
Chandigarh,Wildlife Sanctuary in Chandigarh,Trekking,Hindi,"Williams, Kennedy and Hunter Hotel",9680,Chole Bhature,Romantic
Chandigarh,Palace in Chandigarh,Cultural Dance,Tamil,Edwards-Brady Hotel,3500,Idiyappam,Romantic
Chandigarh,Hill Station in Chandigarh,Boating,English,"Lam, Mcdaniel and Randall Hotel",3986,Thali,Adventure
Chandigarh,Hill Station in Chandigarh,Trekking,Hindi,Butler-Rodriguez Hotel,5390,Thali,Adventure
Dadra and Nagar Haveli and Daman and Diu,Beach in Dadra and Nagar Haveli and Daman and Diu,Camping,Hindi,"Wilson, Hobbs and Cook Hotel",8233,Prawn Curry,Wildlife
Dadra and Nagar Haveli and Daman and Diu,Temple in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,English,Taylor-Williams Hotel,7865,Thali,Historical
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Camping,Konkani,"Serrano, Doyle and Fuller Hotel",7142,Chole Bhature,Religious
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Boating,Konkani,Huang PLC Hotel,9640,Rajasthani Laal Maas,Adventure
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Trekking,English,"Marshall, Williams and Roberts Hotel",7452,Chole Bhature,Historical
Dadra and Nagar Haveli and Daman and Diu,Backwaters in Dadra and Nagar Haveli and Daman and Diu,Shopping,Hindi,Becker LLC Hotel,9143,Prawn Curry,Romantic
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,Marathi,"French, Webster and Brown Hotel",6020,Prawn Curry,Romantic
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,Tamil,"Taylor, Nichols and Miller Hotel",6125,Prawn Curry,Romantic
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Boating,Hindi,Barnett Ltd Hotel,2001,Chole Bhature,Nature
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,Punjabi,"Jackson, Maxwell and Bryan Hotel",7082,Dosa,Historical
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,Tamil,"Moore, Brown and Gomez Hotel",4911,Chole Bhature,Adventure
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Malayalam,Harris Ltd Hotel,3886,Idiyappam,Religious
Dadra and Nagar Haveli and Daman and Diu,Temple in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,Punjabi,Anderson and Sons Hotel,2915,Dosa,Religious
Dadra and Nagar Haveli and Daman and Diu,Temple in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,English,Holden Ltd Hotel,7424,Dosa,Adventure
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Camping,Tamil,Greene-Cooper Hotel,1630,Dosa,Nature
Dadra and Nagar Haveli and Daman and Diu,Backwaters in Dadra and Nagar Haveli and Daman and Diu,Trekking,Hindi,Taylor Inc Hotel,6317,Idiyappam,Wildlife
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Trekking,Konkani,Roberts-Kennedy Hotel,5145,Thali,Cultural
Dadra and Nagar Haveli and Daman and Diu,Temple in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Punjabi,"Grant, Moore and Bird Hotel",8397,Idiyappam,Religious
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Trekking,Konkani,Stein LLC Hotel,9887,Dosa,Cultural
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Trekking,Hindi,Scott-Johnson Hotel,1556,Rajasthani Laal Maas,Cultural
Dadra and Nagar Haveli and Daman and Diu,Temple in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,Marathi,Mahoney Ltd Hotel,2466,Rajasthani Laal Maas,Adventure
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Shopping,Hindi,Hoffman Ltd Hotel,9460,Seafood,Romantic
Dadra and Nagar Haveli and Daman and Diu,Beach in Dadra and Nagar Haveli and Daman and Diu,Trekking,Tamil,"Fitzgerald, Murray and Adams Hotel",8178,Seafood,Religious
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,Hindi,Gibbs and Sons Hotel,3494,Chole Bhature,Cultural
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,English,Martinez-Thompson Hotel,3793,Seafood,Religious
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Boating,English,Schultz Inc Hotel,4367,Prawn Curry,Religious
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Trekking,Marathi,Hernandez-Oliver Hotel,6050,Dosa,Adventure
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Boating,Marathi,Jacobs LLC Hotel,4655,Chole Bhature,Romantic
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Malayalam,"Brown, Hart and Johnson Hotel",2023,Thali,Adventure
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Trekking,Punjabi,"Morris, Rodriguez and Rivera Hotel",5890,Dosa,Romantic
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Trekking,English,"Murphy, Robinson and Mccall Hotel",7611,Idiyappam,Nature
Dadra and Nagar Haveli and Daman and Diu,Backwaters in Dadra and Nagar Haveli and Daman and Diu,Trekking,English,"Clark, Cruz and Peters Hotel",7185,Rajasthani Laal Maas,Nature
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Shopping,Konkani,Davis Group Hotel,6651,Seafood,Adventure
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,English,"Le, Rich and Allen Hotel",4198,Idiyappam,Wildlife
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,English,Smith-Contreras Hotel,1625,Idiyappam,Historical
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Trekking,Punjabi,Cisneros Group Hotel,7388,Dosa,Romantic
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Konkani,"Edwards, Smith and Humphrey Hotel",9108,Prawn Curry,Religious
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Boating,Marathi,Cruz Inc Hotel,1781,Idiyappam,Nature
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Camping,Hindi,Bryant Ltd Hotel,6213,Idiyappam,Wildlife
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Boating,Malayalam,Miller and Sons Hotel,2764,Prawn Curry,Adventure
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Shopping,English,George Ltd Hotel,9864,Idiyappam,Nature
Dadra and Nagar Haveli and Daman and Diu,Backwaters in Dadra and Nagar Haveli and Daman and Diu,Camping,Malayalam,James LLC Hotel,9192,Prawn Curry,Historical
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,Malayalam,"West, Beck and Smith Hotel",3611,Prawn Curry,Nature
Dadra and Nagar Haveli and Daman and Diu,Beach in Dadra and Nagar Haveli and Daman and Diu,Trekking,Punjabi,"Torres, Weber and Martinez Hotel",9854,Rajasthani Laal Maas,Romantic
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Boating,Hindi,Hunt-Hill Hotel,7816,Seafood,Cultural
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,Marathi,"Reilly, Velazquez and Thomas Hotel",1908,Rajasthani Laal Maas,Religious
Dadra and Nagar Haveli and Daman and Diu,Temple in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Marathi,"Ashley, Rogers and Moore Hotel",3390,Rajasthani Laal Maas,Religious
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Boating,Konkani,Williams-West Hotel,8784,Chole Bhature,Religious
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,Tamil,Hernandez-Wood Hotel,1725,Chole Bhature,Cultural
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Malayalam,"Davis, Jordan and Conley Hotel",7143,Dosa,Cultural
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Marathi,Chambers LLC Hotel,6514,Rajasthani Laal Maas,Cultural
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Konkani,"Pearson, Patterson and Carroll Hotel",6058,Seafood,Romantic
Dadra and Nagar Haveli and Daman and Diu,Backwaters in Dadra and Nagar Haveli and Daman and Diu,Trekking,Konkani,Anthony-Baker Hotel,8366,Prawn Curry,Historical
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,Hindi,"Lawrence, Little and Williams Hotel",6383,Chole Bhature,Religious
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Konkani,Moore-Williams Hotel,8531,Thali,Historical
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,Hindi,Benton Ltd Hotel,7865,Chole Bhature,Historical
Dadra and Nagar Haveli and Daman and Diu,Temple in Dadra and Nagar Haveli and Daman and Diu,Boating,English,"Bell, Lee and Sims Hotel",8911,Idiyappam,Adventure
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,Hindi,Hernandez Ltd Hotel,2859,Dosa,Adventure
Dadra and Nagar Haveli and Daman and Diu,Beach in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,Tamil,Day LLC Hotel,3027,Seafood,Historical
Dadra and Nagar Haveli and Daman and Diu,Backwaters in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,Hindi,"Crawford, Randall and Francis Hotel",6396,Prawn Curry,Romantic
Dadra and Nagar Haveli and Daman and Diu,Palace in Dadra and Nagar Haveli and Daman and Diu,Boating,Malayalam,Ponce LLC Hotel,5103,Rajasthani Laal Maas,Nature
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Camping,English,Lee-Gutierrez Hotel,9346,Rajasthani Laal Maas,Historical
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Wildlife Safari,English,Kennedy Inc Hotel,8017,Chole Bhature,Adventure
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,Konkani,"Scott, Jenkins and Hernandez Hotel",9673,Idiyappam,Religious
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Shopping,Konkani,Elliott LLC Hotel,1649,Prawn Curry,Adventure
Dadra and Nagar Haveli and Daman and Diu,Backwaters in Dadra and Nagar Haveli and Daman and Diu,Boating,English,Vincent LLC Hotel,3807,Chole Bhature,Religious
Dadra and Nagar Haveli and Daman and Diu,Beach in Dadra and Nagar Haveli and Daman and Diu,Camping,Marathi,"Hunt, Marks and Lyons Hotel",1578,Idiyappam,Nature
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Trekking,Tamil,"Perez, Jones and Roberts Hotel",3564,Chole Bhature,Nature
Dadra and Nagar Haveli and Daman and Diu,Backwaters in Dadra and Nagar Haveli and Daman and Diu,Camping,Malayalam,"Soto, Brown and Myers Hotel",5540,Idiyappam,Historical
Dadra and Nagar Haveli and Daman and Diu,Fort in Dadra and Nagar Haveli and Daman and Diu,Trekking,Malayalam,Bowen-Robinson Hotel,7038,Chole Bhature,Historical
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Shopping,Marathi,"White, Brown and Smith Hotel",1971,Dosa,Religious
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Historical Tour,Marathi,Cannon and Sons Hotel,7706,Thali,Religious
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Boating,Malayalam,Caldwell and Sons Hotel,8908,Thali,Religious
Dadra and Nagar Haveli and Daman and Diu,Wildlife Sanctuary in Dadra and Nagar Haveli and Daman and Diu,Boating,English,Dean and Sons Hotel,3865,Prawn Curry,Cultural
Dadra and Nagar Haveli and Daman and Diu,Hill Station in Dadra and Nagar Haveli and Daman and Diu,Cultural Dance,Marathi,Brown-Henson Hotel,6269,Chole Bhature,Religious
